epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,919.646,2.38399,3.57752,0.02326,0.99747,0.33876,0.43364,0.03744,0.02979,0.0153,2.45195,3.55538,0.02608,0,0,0.338756,0.338756,0,0.564593,0,0.0407378,0.15,0.15,0,1,0.00802,0.00802,0.00802,0.00401,0.01604
12,993.06,2.36684,3.51892,0.02309,0.99845,0.3079,0.51049,0.0367,0.02985,0.01562,2.45867,3.53978,0.02649,0,0,0.307904,0.307904,0,0.513173,0,0.0375181,0.15,0.15,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
13,1068.1,2.35072,3.49347,0.02288,0.99792,0.27758,0.36103,0.04987,0.03937,0.0206,2.40155,3.42831,0.02581,0,0,0.277577,0.277577,0,0.462628,0,0.0340704,0.15,0.15,0,1,0.007624,0.007624,0.007624,0.003812,0.015248
14,1143.65,2.3456,3.49548,0.0228,0.99838,0.25274,0.40986,0.04949,0.03856,0.02201,2.40084,3.40703,0.02607,0,0,0.252745,0.252745,0,0.421241,0,0.0309918,0.15,0.15,0,1,0.007426,0.007426,0.007426,0.003713,0.014852
15,1219.31,2.31736,3.43642,0.02235,0.99921,0.23465,0.36988,0.05233,0.0443,0.02354,2.39558,3.3818,0.0258,0,0,0.234646,0.234646,0,0.391077,0,0.029162,0.15,0.15,0,1,0.007228,0.007228,0.007228,0.003614,0.014456
16,1291.99,2.31124,3.39064,0.02205,0.99825,0.22128,0.51032,0.04816,0.04333,0.02275,2.39188,3.38201,0.02563,0,0,0.22128,0.22128,0,0.3688,0,0.0276734,0.15,0.15,0,1,0.00703,0.00703,0.00703,0.003515,0.01406
17,1360.86,2.30345,3.36368,0.02204,0.99805,0.21279,0.46745,0.06083,0.04913,0.02717,2.33633,3.33025,0.02476,0,0,0.21279,0.21279,0,0.354649,0,0.0268234,0.15,0.15,0,1,0.006832,0.006832,0.006832,0.003416,0.013664
18,1430.85,2.30828,3.36626,0.02196,0.99875,0.21006,0.3972,0.06585,0.04912,0.026,2.36319,3.36057,0.02467,0,0,0.21006,0.21006,0,0.350101,0,0.0264582,0.15,0.15,0,1,0.006634,0.006634,0.006634,0.003317,0.013268
19,1500.27,2.30432,3.3525,0.02205,0.99827,0.2042,0.44273,0.05994,0.05,0.02682,2.36707,3.2843,0.02501,0,0,0.204204,0.204204,0,0.340339,0,0.0256589,0.15,0.15,0,1,0.006436,0.006436,0.006436,0.003218,0.012872
20,1569.13,2.31553,3.30769,0.02156,0.99873,0.20198,0.40707,0.06689,0.04914,0.02637,2.3536,3.34574,0.02462,0,0,0.201982,0.201982,0,0.336637,0,0.0255644,0.15,0.15,0,1,0.006238,0.006238,0.006238,0.003119,0.012476
21,1642.17,2.26534,3.28569,0.02156,0.99892,0.19998,0.43158,0.06714,0.04967,0.02707,2.31442,3.31606,0.02419,0,0,0.19998,0.19998,0,0.3333,0,0.0254815,0.15,0.15,0,1,0.00604,0.00604,0.00604,0.00302,0.01208
22,1714.21,2.26183,3.30626,0.02131,0.99843,0.19727,0.39684,0.06939,0.0528,0.02846,2.32237,3.29039,0.02415,0,0,0.197269,0.197269,0,0.328782,0,0.0251335,0.15,0.15,0,1,0.005842,0.005842,0.005842,0.002921,0.011684
23,1786.77,2.2562,3.29189,0.02153,0.99932,0.19623,0.41027,0.0813,0.05649,0.0314,2.30223,3.20561,0.02386,0,0,0.19623,0.19623,0,0.32705,0,0.0250087,0.15,0.15,0,1,0.005644,0.005644,0.005644,0.002822,0.011288
24,1859.15,2.26058,3.24773,0.02083,0.99931,0.19342,0.39969,0.07189,0.05576,0.03148,2.36951,3.26027,0.02431,0,0,0.193416,0.193416,0,0.32236,0,0.0248082,0.15,0.15,0,1,0.005446,0.005446,0.005446,0.002723,0.010892
25,1930.81,2.26437,3.23989,0.02118,0.99902,0.19212,0.34513,0.08126,0.0585,0.03333,2.30561,3.18499,0.02382,0,0,0.192121,0.192121,0,0.320201,0,0.0246149,0.15,0.15,0,1,0.005248,0.005248,0.005248,0.002624,0.010496
26,2002.86,2.25856,3.22068,0.02105,0.99836,0.19109,0.34311,0.09308,0.06458,0.03513,2.35174,3.21278,0.02367,0,0,0.191088,0.191088,0,0.31848,0,0.0245273,0.15,0.15,0,1,0.00505,0.00505,0.00505,0.002525,0.0101
27,2075.15,2.22926,3.20473,0.02089,0.99962,0.1905,0.36219,0.09592,0.06546,0.03639,2.29556,3.16973,0.02344,0,0,0.190504,0.190504,0,0.317507,0,0.0246037,0.15,0.15,0,1,0.004852,0.004852,0.004852,0.002426,0.009704
28,2146.56,2.21793,3.17838,0.02058,0.99886,0.19001,0.32892,0.08353,0.06816,0.03746,2.27544,3.17228,0.02339,0,0,0.190009,0.190009,0,0.316682,0,0.02467,0.15,0.15,0,1,0.004654,0.004654,0.004654,0.002327,0.009308
29,2217.74,2.23963,3.16884,0.02051,0.99968,0.18742,0.3624,0.08668,0.06728,0.03707,2.31384,3.16863,0.0235,0,0,0.187422,0.187422,0,0.31237,0,0.0242231,0.15,0.15,0,1,0.004456,0.004456,0.004456,0.002228,0.008912
30,2289.13,2.22389,3.17085,0.02041,0.99851,0.18829,0.29635,0.08753,0.06857,0.03812,2.29241,3.17585,0.0229,0,0,0.188289,0.188289,0,0.313815,0,0.0242946,0.15,0.15,0,1,0.004258,0.004258,0.004258,0.002129,0.008516
31,2359.47,2.21777,3.16295,0.02098,0.99981,0.18837,0.35046,0.08709,0.07439,0.04234,2.26361,3.13824,0.02273,0,0,0.188373,0.188373,0,0.313954,0,0.0243736,0.15,0.15,0,1,0.00406,0.00406,0.00406,0.00203,0.00812
32,2431.74,2.22291,3.10423,0.02016,0.99897,0.1852,0.32313,0.08192,0.06859,0.03824,2.29978,3.15712,0.02284,0,0,0.185197,0.185197,0,0.308662,0,0.0241718,0.15,0.15,0,1,0.003862,0.003862,0.003862,0.001931,0.007724
33,2502.78,2.20263,3.10945,0.02009,0.99963,0.18436,0.29465,0.11212,0.07654,0.0436,2.27053,3.14066,0.02278,0,0,0.184362,0.184362,0,0.30727,0,0.0240544,0.15,0.15,0,1,0.003664,0.003664,0.003664,0.001832,0.007328
34,2574.4,2.21247,3.11525,0.01994,0.99942,0.18495,0.28505,0.1017,0.07483,0.04181,2.27134,3.14433,0.02253,0,0,0.184948,0.184948,0,0.308247,0,0.0240505,0.15,0.15,0,1,0.003466,0.003466,0.003466,0.001733,0.006932
35,2645.11,2.20697,3.09137,0.01994,0.99955,0.18372,0.29585,0.10123,0.07729,0.04414,2.26417,3.11439,0.02241,0,0,0.183721,0.183721,0,0.306202,0,0.0239203,0.15,0.15,0,1,0.003268,0.003268,0.003268,0.001634,0.006536
36,2715.41,2.20249,3.06417,0.01981,0.9995,0.18227,0.28734,0.09741,0.07832,0.04391,2.25556,3.1048,0.02232,0,0,0.182265,0.182265,0,0.303776,0,0.0238329,0.15,0.15,0,1,0.00307,0.00307,0.00307,0.001535,0.00614
37,2786.14,2.18666,3.04132,0.01975,0.99942,0.18288,0.27327,0.10391,0.07642,0.0415,2.26849,3.08207,0.02246,0,0,0.182881,0.182881,0,0.304802,0,0.0240442,0.15,0.15,0,1,0.002872,0.002872,0.002872,0.001436,0.005744
38,2856.28,2.18837,3.0515,0.01993,0.99935,0.18259,0.27868,0.09922,0.0798,0.04582,2.25184,3.06729,0.02224,0,0,0.182586,0.182586,0,0.30431,0,0.0238667,0.15,0.15,0,1,0.002674,0.002674,0.002674,0.001337,0.005348
39,2927.84,2.14297,3.02248,0.01961,1.00016,0.18283,0.24328,0.09563,0.0782,0.04614,2.23038,3.04825,0.02211,0,0,0.18283,0.18283,0,0.304716,0,0.0241153,0.15,0.15,0,1,0.002476,0.002476,0.002476,0.001238,0.004952
40,2998.97,2.19618,3.05072,0.01982,0.99947,0.18187,0.31942,0.10021,0.07618,0.04488,2.259,3.05801,0.02213,0,0,0.181866,0.181866,0,0.303109,0,0.0236665,0.15,0.15,0,1,0.002278,0.002278,0.002278,0.001139,0.004556
41,3070.26,2.19807,3.09439,0.02223,0.99957,0.22742,0.27365,0.10609,0.0869,0.04901,2.26114,3.06785,0.02225,0,0,0.227418,0.227418,0,0.37903,0,0.0293776,0.15,0.15,0,1,0.00208,0.00208,0.00208,0.00104,0.00416
42,3140.87,2.16961,3.01024,0.02231,0.99994,0.21895,0.30051,0.09794,0.08013,0.0455,2.23936,3.04868,0.02201,0,0,0.218947,0.218947,0,0.364912,0,0.0288369,0.15,0.15,0,1,0.001882,0.001882,0.001882,0.000941,0.003764
43,3212.05,2.1761,2.96868,0.02204,1.00008,0.21418,0.29018,0.10398,0.0804,0.04635,2.22927,3.02708,0.02207,0,0,0.214175,0.214175,0,0.356958,0,0.0282758,0.15,0.15,0,1,0.001684,0.001684,0.001684,0.000842,0.003368
44,3282.65,2.17018,2.9383,0.02206,0.99949,0.21133,0.30681,0.10335,0.08507,0.04898,2.21322,3.03295,0.02179,0,0,0.211327,0.211327,0,0.352211,0,0.0280409,0.15,0.15,0,1,0.001486,0.001486,0.001486,0.000743,0.002972
45,3353.59,2.16413,2.93141,0.02193,0.9997,0.20914,0.24142,0.10528,0.08642,0.04967,2.21637,3.01507,0.02162,0,0,0.209145,0.209145,0,0.348574,0,0.0278111,0.15,0.15,0,1,0.001288,0.001288,0.001288,0.000644,0.002576
46,3423.67,2.15161,2.90901,0.02112,0.99981,0.20659,0.25885,0.12059,0.09114,0.05077,2.19975,3.0028,0.02145,0,0,0.206588,0.206588,0,0.344312,0,0.0275782,0.15,0.15,0,1,0.00109,0.00109,0.00109,0.000545,0.00218
47,3494.21,2.14866,2.90561,0.02157,0.99979,0.20567,0.27828,0.11566,0.08668,0.04967,2.20337,3.00238,0.02142,0,0,0.205667,0.205667,0,0.342779,0,0.0274089,0.15,0.15,0,1,0.000892,0.000892,0.000892,0.000446,0.001784
48,3564.24,2.12289,2.90151,0.02126,0.99978,0.20622,0.25406,0.11496,0.08968,0.05185,2.20196,2.99497,0.02132,0,0,0.20622,0.20622,0,0.3437,0,0.0275701,0.15,0.15,0,1,0.000694,0.000694,0.000694,0.000347,0.001388
49,3634.46,2.13957,2.89491,0.02129,1.00055,0.20291,0.29646,0.10724,0.09047,0.05189,2.20029,2.98957,0.02126,0,0,0.202912,0.202912,0,0.338187,0,0.0269942,0.15,0.15,0,1,0.000496,0.000496,0.000496,0.000248,0.000992
50,3705.61,2.12078,2.87364,0.02122,0.99939,0.20336,0.23965,0.11322,0.08916,0.0507,2.18695,2.99486,0.02115,0,0,0.203361,0.203361,0,0.338935,0,0.0272586,0.15,0.15,0,1,0.000298,0.000298,0.000298,0.000149,0.000596
