seed,arm,image,condition,response_gap
20260824,B,./images/train2017/000000355186.jpg,brightness:0.8,1.0596888065338135
20260824,B,./images/train2017/000000346978.jpg,brightness:0.8,1.008880853652954
20260824,B,./images/train2017/000000444496.jpg,brightness:0.8,1.0005429983139038
20260824,B,./images/train2017/000000335189.jpg,brightness:0.8,1.0067627429962158
20260824,B,./images/train2017/000000495438.jpg,brightness:0.8,0.9646973609924316
20260824,B,./images/train2017/000000081749.jpg,brightness:0.8,0.9597005248069763
20260824,B,./images/train2017/000000310258.jpg,brightness:0.8,1.0056897401809692
20260824,B,./images/train2017/000000379820.jpg,brightness:0.8,1.0266342163085938
20260824,B,./images/train2017/000000026578.jpg,brightness:0.8,0.8987612128257751
20260824,B,./images/train2017/000000350969.jpg,brightness:0.8,0.9182873964309692
20260824,B,./images/train2017/000000377012.jpg,brightness:0.8,1.01007080078125
20260824,B,./images/train2017/000000271666.jpg,brightness:0.8,0.9612738490104675
20260824,B,./images/train2017/000000509933.jpg,brightness:0.8,1.0103309154510498
20260824,B,./images/train2017/000000248952.jpg,brightness:0.8,1.0820971727371216
20260824,B,./images/train2017/000000196922.jpg,brightness:0.8,1.0150268077850342
20260824,B,./images/train2017/000000170327.jpg,brightness:0.8,1.0062419176101685
20260824,B,./images/train2017/000000113839.jpg,brightness:0.8,0.9266236424446106
20260824,B,./images/train2017/000000282855.jpg,brightness:0.8,1.0666173696517944
20260824,B,./images/train2017/000000167901.jpg,brightness:0.8,0.9986918568611145
20260824,B,./images/train2017/000000098631.jpg,brightness:0.8,0.978157639503479
20260824,B,./images/train2017/000000312254.jpg,brightness:0.8,0.9721348285675049
20260824,B,./images/train2017/000000477949.jpg,brightness:0.8,1.0053660869598389
20260824,B,./images/train2017/000000468133.jpg,brightness:0.8,0.9911859631538391
20260824,B,./images/train2017/000000213457.jpg,brightness:0.8,0.9984318017959595
20260824,B,./images/train2017/000000378007.jpg,brightness:0.8,1.025145173072815
20260824,B,./images/train2017/000000552744.jpg,brightness:0.8,0.986531674861908
20260824,B,./images/train2017/000000193011.jpg,brightness:0.8,1.019627332687378
20260824,B,./images/train2017/000000564781.jpg,brightness:0.8,0.9826799035072327
20260824,B,./images/train2017/000000311401.jpg,brightness:0.8,1.029815435409546
20260824,B,./images/train2017/000000571078.jpg,brightness:0.8,1.0204007625579834
20260824,B,./images/train2017/000000463299.jpg,brightness:0.8,1.014321208000183
20260824,B,./images/train2017/000000173925.jpg,brightness:0.8,0.9875518083572388
20260824,B,./images/train2017/000000336843.jpg,brightness:0.8,0.9714595079421997
20260824,B,./images/train2017/000000395766.jpg,brightness:0.8,0.9939740896224976
20260824,B,./images/train2017/000000531659.jpg,brightness:0.8,1.0286604166030884
20260824,B,./images/train2017/000000000110.jpg,brightness:0.8,0.9803459644317627
20260824,B,./images/train2017/000000154801.jpg,brightness:0.8,1.0551811456680298
20260824,B,./images/train2017/000000564609.jpg,brightness:0.8,0.9710127115249634
20260824,B,./images/train2017/000000477641.jpg,brightness:0.8,1.016029953956604
20260824,B,./images/train2017/000000080123.jpg,brightness:0.8,0.9583293199539185
20260824,B,./images/train2017/000000362568.jpg,brightness:0.8,1.0002670288085938
20260824,B,./images/train2017/000000404702.jpg,brightness:0.8,1.0099252462387085
20260824,B,./images/train2017/000000197005.jpg,brightness:0.8,1.0072225332260132
20260824,B,./images/train2017/000000124240.jpg,brightness:0.8,0.9673023819923401
20260824,B,./images/train2017/000000502644.jpg,brightness:0.8,1.0322047472000122
20260824,B,./images/train2017/000000147228.jpg,brightness:0.8,1.0166794061660767
20260824,B,./images/train2017/000000010907.jpg,brightness:0.8,1.0148223638534546
20260824,B,./images/train2017/000000255093.jpg,brightness:0.8,1.0456233024597168
20260824,B,./images/train2017/000000155884.jpg,brightness:0.8,1.0658795833587646
20260824,B,./images/train2017/000000200386.jpg,brightness:0.8,1.0347851514816284
20260824,B,./images/train2017/000000152483.jpg,brightness:0.8,0.9907891154289246
20260824,B,./images/train2017/000000060992.jpg,brightness:0.8,1.042984962463379
20260824,B,./images/train2017/000000431480.jpg,brightness:0.8,1.1020493507385254
20260824,B,./images/train2017/000000374576.jpg,brightness:0.8,1.0218744277954102
20260824,B,./images/train2017/000000337342.jpg,brightness:0.8,0.9768201112747192
20260824,B,./images/train2017/000000476901.jpg,brightness:0.8,1.0148956775665283
20260824,B,./images/train2017/000000084762.jpg,brightness:0.8,0.9831447601318359
20260824,B,./images/train2017/000000504259.jpg,brightness:0.6,1.0257700681686401
20260824,B,./images/train2017/000000107620.jpg,brightness:0.6,0.9571229219436646
20260824,B,./images/train2017/000000560103.jpg,brightness:0.6,0.9734787344932556
20260824,B,./images/train2017/000000325634.jpg,brightness:0.6,0.9725443720817566
20260824,B,./images/train2017/000000062937.jpg,brightness:0.6,0.9792816638946533
20260824,B,./images/train2017/000000326290.jpg,brightness:0.6,1.0036025047302246
20260824,B,./images/train2017/000000560660.jpg,brightness:0.6,0.998783528804779
20260824,B,./images/train2017/000000423355.jpg,brightness:0.6,0.9930754899978638
20260824,B,./images/train2017/000000062311.jpg,brightness:0.6,0.9869014024734497
20260824,B,./images/train2017/000000075327.jpg,brightness:0.6,1.0117307901382446
20260824,B,./images/train2017/000000124364.jpg,brightness:0.6,0.9993851184844971
20260824,B,./images/train2017/000000226957.jpg,brightness:0.6,1.0077837705612183
20260824,B,./images/train2017/000000026573.jpg,brightness:0.6,0.985266387462616
20260824,B,./images/train2017/000000518548.jpg,brightness:0.6,0.9579504728317261
20260824,B,./images/train2017/000000467766.jpg,brightness:0.6,0.9901055693626404
20260824,B,./images/train2017/000000146819.jpg,brightness:0.6,1.0240310430526733
20260824,B,./images/train2017/000000346367.jpg,brightness:0.6,0.9948367476463318
20260824,B,./images/train2017/000000404710.jpg,brightness:0.6,0.9781011343002319
20260824,B,./images/train2017/000000028517.jpg,brightness:0.6,1.0333763360977173
20260824,B,./images/train2017/000000180851.jpg,brightness:0.6,1.0253936052322388
20260824,B,./images/train2017/000000513585.jpg,brightness:0.6,0.9972395300865173
20260824,B,./images/train2017/000000123892.jpg,brightness:0.6,1.0744524002075195
20260824,B,./images/train2017/000000257874.jpg,brightness:0.6,1.0154852867126465
20260824,B,./images/train2017/000000220376.jpg,brightness:0.6,0.9534697532653809
20260824,B,./images/train2017/000000219117.jpg,brightness:0.6,1.0547019243240356
20260824,B,./images/train2017/000000423193.jpg,brightness:0.6,0.9736354947090149
20260824,B,./images/train2017/000000259793.jpg,brightness:0.6,1.0201860666275024
20260824,B,./images/train2017/000000465701.jpg,brightness:0.6,0.9710034132003784
20260824,B,./images/train2017/000000054796.jpg,brightness:0.6,1.0420427322387695
20260824,B,./images/train2017/000000253054.jpg,brightness:0.6,0.9856337308883667
20260824,B,./images/train2017/000000036113.jpg,brightness:0.6,1.0011568069458008
20260824,B,./images/train2017/000000345711.jpg,brightness:0.6,1.0272908210754395
20260824,B,./images/train2017/000000034340.jpg,brightness:0.6,0.9785682559013367
20260824,B,./images/train2017/000000456315.jpg,brightness:0.6,0.9931097030639648
20260824,B,./images/train2017/000000482195.jpg,brightness:0.6,0.9645527005195618
20260824,B,./images/train2017/000000553660.jpg,brightness:0.6,0.9737430214881897
20260824,B,./images/train2017/000000569500.jpg,brightness:0.6,1.0065765380859375
20260824,B,./images/train2017/000000027556.jpg,brightness:0.6,1.0442277193069458
20260824,B,./images/train2017/000000534845.jpg,brightness:0.6,0.9686876535415649
20260824,B,./images/train2017/000000020376.jpg,brightness:0.6,1.0335769653320312
20260824,B,./images/train2017/000000285998.jpg,brightness:0.6,1.0339958667755127
20260824,B,./images/train2017/000000284644.jpg,brightness:0.6,1.0101555585861206
20260824,B,./images/train2017/000000319345.jpg,brightness:0.6,0.9810429811477661
20260824,B,./images/train2017/000000082143.jpg,brightness:0.6,1.0912604331970215
20260824,B,./images/train2017/000000414664.jpg,brightness:0.6,1.0484551191329956
20260824,B,./images/train2017/000000518472.jpg,brightness:0.6,1.032184362411499
20260824,B,./images/train2017/000000494175.jpg,brightness:0.6,0.9382492899894714
20260824,B,./images/train2017/000000566832.jpg,brightness:0.6,0.9562781453132629
20260824,B,./images/train2017/000000120767.jpg,brightness:0.6,0.9831228256225586
20260824,B,./images/train2017/000000053448.jpg,brightness:0.6,1.0056145191192627
20260824,B,./images/train2017/000000181453.jpg,brightness:0.6,0.9748982191085815
20260824,B,./images/train2017/000000473159.jpg,brightness:0.6,0.9930239915847778
20260824,B,./images/train2017/000000562943.jpg,brightness:0.6,1.117061734199524
20260824,B,./images/train2017/000000237600.jpg,brightness:0.6,1.0017316341400146
20260824,B,./images/train2017/000000312935.jpg,brightness:0.6,1.0035005807876587
20260824,B,./images/train2017/000000227736.jpg,brightness:0.6,0.9990918636322021
20260824,B,./images/train2017/000000371486.jpg,brightness:0.6,1.0287666320800781
20260824,B,./images/train2017/000000477042.jpg,brightness:0.6,0.9991227984428406
20260824,B,./images/train2017/000000295358.jpg,brightness:0.6,1.0248337984085083
20260824,B,./images/train2017/000000204962.jpg,brightness:0.6,1.0116961002349854
20260824,B,./images/train2017/000000077455.jpg,brightness:0.6,0.992218017578125
20260824,B,./images/train2017/000000022683.jpg,brightness:0.6,1.0282862186431885
20260824,B,./images/train2017/000000304909.jpg,brightness:0.6,0.9524662494659424
20260824,B,./images/train2017/000000428943.jpg,brightness:0.6,0.9911704063415527
20260824,B,./images/train2017/000000081842.jpg,brightness:0.6,1.0526149272918701
20260824,B,./images/train2017/000000264381.jpg,brightness:0.6,0.9973593950271606
20260824,B,./images/train2017/000000545919.jpg,brightness:0.6,1.0080524682998657
20260824,B,./images/train2017/000000058089.jpg,brightness:0.6,1.0159032344818115
20260824,B,./images/train2017/000000386127.jpg,brightness:0.6,0.9810210466384888
20260824,B,./images/train2017/000000362062.jpg,brightness:0.6,1.0427913665771484
20260824,B,./images/train2017/000000566855.jpg,brightness:0.6,1.0110036134719849
20260824,B,./images/train2017/000000355186.jpg,brightness:0.6,1.0802956819534302
20260824,B,./images/train2017/000000346978.jpg,brightness:0.6,1.0141011476516724
20260824,B,./images/train2017/000000444496.jpg,brightness:0.6,1.0581763982772827
20260824,B,./images/train2017/000000335189.jpg,brightness:0.6,1.0178838968276978
20260824,B,./images/train2017/000000495438.jpg,brightness:0.6,0.997406005859375
20260824,B,./images/train2017/000000081749.jpg,brightness:0.6,0.9724992513656616
20260824,B,./images/train2017/000000310258.jpg,brightness:0.6,0.9839266538619995
20260824,B,./images/train2017/000000379820.jpg,brightness:0.6,1.0008972883224487
20260824,B,./images/train2017/000000026578.jpg,brightness:0.6,0.9206622242927551
20260824,B,./images/train2017/000000350969.jpg,brightness:0.6,0.904585599899292
20260824,B,./images/train2017/000000377012.jpg,brightness:0.6,1.0123766660690308
20260824,B,./images/train2017/000000271666.jpg,brightness:0.6,0.9771075248718262
20260824,B,./images/train2017/000000509933.jpg,brightness:0.6,0.9956138134002686
20260824,B,./images/train2017/000000248952.jpg,brightness:0.6,1.0804765224456787
20260824,B,./images/train2017/000000196922.jpg,brightness:0.6,1.067975401878357
20260824,B,./images/train2017/000000170327.jpg,brightness:0.6,1.0520908832550049
20260824,B,./images/train2017/000000113839.jpg,brightness:0.6,0.8979251384735107
20260824,B,./images/train2017/000000282855.jpg,brightness:0.6,1.081565260887146
20260824,B,./images/train2017/000000167901.jpg,brightness:0.6,1.007631778717041
20260824,B,./images/train2017/000000098631.jpg,brightness:0.6,0.9913780093193054
20260824,B,./images/train2017/000000312254.jpg,brightness:0.6,1.0121138095855713
20260824,B,./images/train2017/000000477949.jpg,brightness:0.6,0.9803481698036194
20260824,B,./images/train2017/000000468133.jpg,brightness:0.6,1.0103487968444824
20260824,B,./images/train2017/000000213457.jpg,brightness:0.6,0.9980565905570984
20260824,B,./images/train2017/000000378007.jpg,brightness:0.6,1.0392810106277466
20260824,B,./images/train2017/000000552744.jpg,brightness:0.6,0.9835075736045837
20260824,B,./images/train2017/000000193011.jpg,brightness:0.6,1.0294216871261597
20260824,B,./images/train2017/000000564781.jpg,brightness:0.6,0.9897035956382751
20260824,B,./images/train2017/000000311401.jpg,brightness:0.6,1.0472095012664795
20260824,B,./images/train2017/000000571078.jpg,brightness:0.6,1.038503885269165
20260824,B,./images/train2017/000000463299.jpg,brightness:0.6,1.000457525253296
20260824,B,./images/train2017/000000173925.jpg,brightness:0.6,0.9747312664985657
20260824,B,./images/train2017/000000336843.jpg,brightness:0.6,0.9728038311004639
20260824,B,./images/train2017/000000395766.jpg,brightness:0.6,1.0014663934707642
20260824,B,./images/train2017/000000531659.jpg,brightness:0.6,1.065745234489441
20260824,B,./images/train2017/000000000110.jpg,brightness:0.6,0.9585325717926025
20260824,B,./images/train2017/000000154801.jpg,brightness:0.6,1.0211987495422363
20260824,B,./images/train2017/000000564609.jpg,brightness:0.6,0.9805310368537903
20260824,B,./images/train2017/000000477641.jpg,brightness:0.6,0.997706413269043
20260824,B,./images/train2017/000000080123.jpg,brightness:0.6,0.9546622037887573
20260824,B,./images/train2017/000000362568.jpg,brightness:0.6,0.9757065773010254
20260824,B,./images/train2017/000000404702.jpg,brightness:0.6,1.000020146369934
20260824,B,./images/train2017/000000197005.jpg,brightness:0.6,0.9940932393074036
20260824,B,./images/train2017/000000124240.jpg,brightness:0.6,0.9815508127212524
20260824,B,./images/train2017/000000502644.jpg,brightness:0.6,1.0669572353363037
20260824,B,./images/train2017/000000147228.jpg,brightness:0.6,1.0096039772033691
20260824,B,./images/train2017/000000010907.jpg,brightness:0.6,1.0211259126663208
20260824,B,./images/train2017/000000255093.jpg,brightness:0.6,1.0648645162582397
20260824,B,./images/train2017/000000155884.jpg,brightness:0.6,1.0350985527038574
20260824,B,./images/train2017/000000200386.jpg,brightness:0.6,1.0061382055282593
20260824,B,./images/train2017/000000152483.jpg,brightness:0.6,0.9848355650901794
20260824,B,./images/train2017/000000060992.jpg,brightness:0.6,1.0103188753128052
20260824,B,./images/train2017/000000431480.jpg,brightness:0.6,1.0560234785079956
20260824,B,./images/train2017/000000374576.jpg,brightness:0.6,1.0132567882537842
20260824,B,./images/train2017/000000337342.jpg,brightness:0.6,1.0758777856826782
20260824,B,./images/train2017/000000476901.jpg,brightness:0.6,1.003800392150879
20260824,B,./images/train2017/000000084762.jpg,brightness:0.6,0.9788525700569153
20260824,B,./images/train2017/000000504259.jpg,contrast:0.75,1.0460615158081055
20260824,B,./images/train2017/000000107620.jpg,contrast:0.75,0.9587422013282776
20260824,B,./images/train2017/000000560103.jpg,contrast:0.75,0.9813751578330994
20260824,B,./images/train2017/000000325634.jpg,contrast:0.75,0.9665929079055786
20260824,B,./images/train2017/000000062937.jpg,contrast:0.75,0.9945083260536194
20260824,B,./images/train2017/000000326290.jpg,contrast:0.75,0.9416733980178833
20260824,B,./images/train2017/000000560660.jpg,contrast:0.75,1.0116231441497803
20260824,B,./images/train2017/000000423355.jpg,contrast:0.75,1.0230159759521484
20260824,B,./images/train2017/000000062311.jpg,contrast:0.75,1.0109909772872925
20260824,B,./images/train2017/000000075327.jpg,contrast:0.75,0.962619423866272
20260824,B,./images/train2017/000000124364.jpg,contrast:0.75,1.0005125999450684
20260824,B,./images/train2017/000000226957.jpg,contrast:0.75,0.954906165599823
20260824,B,./images/train2017/000000026573.jpg,contrast:0.75,0.9880445003509521
20260824,B,./images/train2017/000000518548.jpg,contrast:0.75,0.9684361219406128
20260824,B,./images/train2017/000000467766.jpg,contrast:0.75,0.9819930791854858
20260824,B,./images/train2017/000000146819.jpg,contrast:0.75,0.9466792941093445
20260824,B,./images/train2017/000000346367.jpg,contrast:0.75,1.0404458045959473
20260824,B,./images/train2017/000000404710.jpg,contrast:0.75,0.9621001482009888
20260824,B,./images/train2017/000000028517.jpg,contrast:0.75,1.0096855163574219
20260824,B,./images/train2017/000000180851.jpg,contrast:0.75,1.02322256565094
20260824,B,./images/train2017/000000513585.jpg,contrast:0.75,0.9809551239013672
20260824,B,./images/train2017/000000123892.jpg,contrast:0.75,1.0479921102523804
20260824,B,./images/train2017/000000257874.jpg,contrast:0.75,0.9617362022399902
20260824,B,./images/train2017/000000220376.jpg,contrast:0.75,0.9507032036781311
20260824,B,./images/train2017/000000219117.jpg,contrast:0.75,1.033333659172058
20260824,B,./images/train2017/000000423193.jpg,contrast:0.75,0.9892520308494568
20260824,B,./images/train2017/000000259793.jpg,contrast:0.75,0.9680742025375366
20260824,B,./images/train2017/000000465701.jpg,contrast:0.75,1.0084468126296997
20260824,B,./images/train2017/000000054796.jpg,contrast:0.75,0.9511077404022217
20260824,B,./images/train2017/000000253054.jpg,contrast:0.75,1.0338456630706787
20260824,B,./images/train2017/000000036113.jpg,contrast:0.75,0.9869515895843506
20260824,B,./images/train2017/000000345711.jpg,contrast:0.75,0.94193434715271
20260824,B,./images/train2017/000000034340.jpg,contrast:0.75,1.0113450288772583
20260824,B,./images/train2017/000000456315.jpg,contrast:0.75,1.0000492334365845
20260824,B,./images/train2017/000000482195.jpg,contrast:0.75,0.9792042970657349
20260824,B,./images/train2017/000000553660.jpg,contrast:0.75,1.0019280910491943
20260824,B,./images/train2017/000000569500.jpg,contrast:0.75,0.9970808029174805
20260824,B,./images/train2017/000000027556.jpg,contrast:0.75,1.0523656606674194
20260824,B,./images/train2017/000000534845.jpg,contrast:0.75,0.984707772731781
20260824,B,./images/train2017/000000020376.jpg,contrast:0.75,1.0235719680786133
20260824,B,./images/train2017/000000285998.jpg,contrast:0.75,0.9893487691879272
20260824,B,./images/train2017/000000284644.jpg,contrast:0.75,0.9479267001152039
20260824,B,./images/train2017/000000319345.jpg,contrast:0.75,0.9964228868484497
20260824,B,./images/train2017/000000082143.jpg,contrast:0.75,1.0107860565185547
20260824,B,./images/train2017/000000414664.jpg,contrast:0.75,1.0162580013275146
20260824,B,./images/train2017/000000518472.jpg,contrast:0.75,0.9925510287284851
20260824,B,./images/train2017/000000494175.jpg,contrast:0.75,0.8968461155891418
20260824,B,./images/train2017/000000566832.jpg,contrast:0.75,1.015335202217102
20260824,B,./images/train2017/000000120767.jpg,contrast:0.75,1.0112013816833496
20260824,B,./images/train2017/000000053448.jpg,contrast:0.75,0.9772742390632629
20260824,B,./images/train2017/000000181453.jpg,contrast:0.75,1.0153858661651611
20260824,B,./images/train2017/000000473159.jpg,contrast:0.75,0.9802217483520508
20260824,B,./images/train2017/000000562943.jpg,contrast:0.75,0.9922810792922974
20260824,B,./images/train2017/000000237600.jpg,contrast:0.75,1.0377424955368042
20260824,B,./images/train2017/000000312935.jpg,contrast:0.75,1.009531855583191
20260824,B,./images/train2017/000000227736.jpg,contrast:0.75,1.0089164972305298
20260824,B,./images/train2017/000000371486.jpg,contrast:0.75,0.9894018173217773
20260824,B,./images/train2017/000000477042.jpg,contrast:0.75,1.0084465742111206
20260824,B,./images/train2017/000000295358.jpg,contrast:0.75,1.0710999965667725
20260824,B,./images/train2017/000000204962.jpg,contrast:0.75,1.0125703811645508
20260824,B,./images/train2017/000000077455.jpg,contrast:0.75,1.0536673069000244
20260824,B,./images/train2017/000000022683.jpg,contrast:0.75,0.9699104428291321
20260824,B,./images/train2017/000000304909.jpg,contrast:0.75,1.0049928426742554
20260824,B,./images/train2017/000000428943.jpg,contrast:0.75,0.9680606126785278
20260824,B,./images/train2017/000000081842.jpg,contrast:0.75,0.9946261644363403
20260824,B,./images/train2017/000000264381.jpg,contrast:0.75,1.0267140865325928
20260824,B,./images/train2017/000000545919.jpg,contrast:0.75,0.9867061972618103
20260824,B,./images/train2017/000000058089.jpg,contrast:0.75,1.033658742904663
20260824,B,./images/train2017/000000386127.jpg,contrast:0.75,0.93582683801651
20260824,B,./images/train2017/000000362062.jpg,contrast:0.75,0.9782916307449341
20260824,B,./images/train2017/000000566855.jpg,contrast:0.75,1.0027170181274414
20260824,B,./images/train2017/000000355186.jpg,contrast:0.75,1.0146034955978394
20260824,B,./images/train2017/000000346978.jpg,contrast:0.75,0.9893043637275696
20260824,B,./images/train2017/000000444496.jpg,contrast:0.75,1.0214283466339111
20260824,B,./images/train2017/000000335189.jpg,contrast:0.75,0.9993005394935608
20260824,B,./images/train2017/000000495438.jpg,contrast:0.75,0.9837954640388489
20260824,B,./images/train2017/000000081749.jpg,contrast:0.75,1.0106762647628784
20260824,B,./images/train2017/000000310258.jpg,contrast:0.75,1.011973261833191
20260824,B,./images/train2017/000000379820.jpg,contrast:0.75,0.9925578236579895
20260824,B,./images/train2017/000000026578.jpg,contrast:0.75,0.9209767580032349
20260824,B,./images/train2017/000000350969.jpg,contrast:0.75,0.9646244645118713
20260824,B,./images/train2017/000000377012.jpg,contrast:0.75,0.9898672699928284
20260824,B,./images/train2017/000000271666.jpg,contrast:0.75,0.9941025376319885
20260824,B,./images/train2017/000000509933.jpg,contrast:0.75,1.0309836864471436
20260824,B,./images/train2017/000000248952.jpg,contrast:0.75,1.0634201765060425
20260824,B,./images/train2017/000000196922.jpg,contrast:0.75,1.0096702575683594
20260824,B,./images/train2017/000000170327.jpg,contrast:0.75,1.0271353721618652
20260824,B,./images/train2017/000000113839.jpg,contrast:0.75,0.9579819440841675
20260824,B,./images/train2017/000000282855.jpg,contrast:0.75,0.9681870937347412
20260824,B,./images/train2017/000000167901.jpg,contrast:0.75,1.1169687509536743
20260824,B,./images/train2017/000000098631.jpg,contrast:0.75,0.9727187752723694
20260824,B,./images/train2017/000000312254.jpg,contrast:0.75,0.9854924082756042
20260824,B,./images/train2017/000000477949.jpg,contrast:0.75,1.0063927173614502
20260824,B,./images/train2017/000000468133.jpg,contrast:0.75,1.0005548000335693
20260824,B,./images/train2017/000000213457.jpg,contrast:0.75,1.0268744230270386
20260824,B,./images/train2017/000000378007.jpg,contrast:0.75,1.0406315326690674
20260824,B,./images/train2017/000000552744.jpg,contrast:0.75,1.0006099939346313
20260824,B,./images/train2017/000000193011.jpg,contrast:0.75,1.0354382991790771
20260824,B,./images/train2017/000000564781.jpg,contrast:0.75,0.9508379101753235
20260824,B,./images/train2017/000000311401.jpg,contrast:0.75,0.9928280115127563
20260824,B,./images/train2017/000000571078.jpg,contrast:0.75,1.0391334295272827
20260824,B,./images/train2017/000000463299.jpg,contrast:0.75,1.0087682008743286
20260824,B,./images/train2017/000000173925.jpg,contrast:0.75,1.0340824127197266
